"year","group","flow","spill","temp"
2008,"ucchinook",127.622434623692,13.9837901644791,10.6826871573351
2008,"ucsteelhead",90.6254724666215,12.7633700239956,18.459490740171
2008,"sockeye",64.7265181119649,18.4566608122942,16.8679549945115
2009,"srchinook",112.603510271526,29.8203522240086,10.7250697123973
2009,"fallchinook",94.9331678594191,25.2794822361832,15.2801169807885
2009,"srsteelhead",24.8218947070872,1.13213873159158,12.0312608643268
2009,"ucchinook",115.585507366771,17.8908537617555,10.4778890282132
2009,"ucsteelhead",64.9642370646517,4.47755849679744,19.0195733336669
2009,"sockeye",57.9435635767022,18.6474085315833,18.6343256767843
2010,"srchinook",70.7668367944879,19.5968756399111,11.1641767281625
2010,"fallchinook",66.9592743940699,17.3608341362771,9.00909030192813
2010,"srsteelhead",24.8376502245187,2.51492474635912,2.82532290090726
2010,"ucchinook",109.502694448209,19.3635108641641,8.52725563536161
2010,"ucsteelhead",86.928798647832,16.9744017978547,18.6905599410787
2010,"sockeye",51.9686633348478,18.4161740118128,17.3814334393458
2011,"srchinook",140.08453411772,49.232551626723,10.8414742952937
2011,"fallchinook",127.009237534095,42.3996843230095,13.075572363061
2011,"srsteelhead",38.4134902857641,4.6728348634344,8.41601715782366
2011,"ucchinook",189.144383068911,79.7698189415042,9.24435606152356
2011,"ucsteelhead",117.965088496002,18.2093655939879,17.9318145293381
2011,"sockeye",83.8139540918164,21.0715455755156,17.0139447771124
2012,"srchinook",113.005933120846,30.6483727797755,11.2065687043696
2012,"fallchinook",62.0758490553046,17.280330175168,15.3130996061474
2012,"srsteelhead",27.1634637474449,1.88947130592778,10.1539735816489
2012,"ucchinook",188.844358092825,89.567512168642,12.1379202026599
2012,"ucsteelhead",140.992902115305,41.2704860460982,17.9628961900812
2012,"sockeye",44.5780893617021,19.9417382978723,18.8029595744681
2013,"srchinook",98.9136012799675,20.8153697175945,10.3428444737911
2013,"fallchinook",33.369368798394,7.60167297581493,7.11284064620973
2013,"srsteelhead",24.6204456584191,1.21705163562228,1.5940824854045
2013,"ucchinook",102.569184895049,23.195835459141,14.3129242409025
2013,"ucsteelhead",98.1612302977816,15.3012833921791,19.4403871161148
2013,"sockeye",33.4459934296978,16.370223390276,18.6697805519054
2014,"srchinook",91.6613436985816,25.0486373065628,10.4516825651386
2014,"fallchinook",54.2513782399313,12.6821290757952,14.043759608601
2014,"srsteelhead",22.9533542550339,1.38373732996928,6.01784831919458
2014,"ucchinook",151.089441880161,46.7409853200649,12.7964637589103
2014,"ucsteelhead",94.8315107924605,13.1255359241994,18.8068035569518
2014,"sockeye",44.3206008614501,18.4047534099067,18.4973700646088
2015,"srchinook",54.6721499795212,19.608764940239,11.9979672338683
2015,"fallchinook",39.4789774150365,11.4063920196917,16.1913886600164
2015,"srsteelhead",19.7576670864519,0.503217796986133,16.5647534024071
2015,"ucchinook",98.3581827899519,17.9587474909436,10.2949972682463
2015,"ucsteelhead",78.6627055741827,9.186540583962,14.2850810980721
2015,"sockeye",28.6102272727273,12.1777272727273,18.9371772727273
2016,"srchinook",94.0805311479041,20.7175757240157,11.500189545379
2016,"fallchinook",46.6202912550311,12.4136714233443,10.6285721917307
2016,"srsteelhead",23.8657387809444,1.15494859705497,1.68514760203009
2016,"ucchinook",141.71081790344,39.239175257732,9.31334224762682
2016,"ucsteelhead",80.1913760802469,12.9669632716049,14.1920043209877
